movement_id,datetime,product_id,warehouse_id,store_id,movement_type,qty
MV001757,2023-02-04 17:00:00,SKU057,WH003,STORE008,TRANSFER_STORE,99
MV001758,2024-07-24 18:00:00,SKU072,WH003,STORE002,INBOUND,94
MV001759,2024-01-01 07:00:00,SKU061,WH002,STORE006,TRANSFER_STORE,47
MV001760,2024-05-09 17:00:00,SKU004,WH001,STORE004,INBOUND,88
MV001761,2023-09-02 16:00:00,SKU031,WH003,STORE010,TRANSFER_STORE,66
MV001762,2023-06-20 14:00:00,SKU067,WH002,STORE002,TRANSFER_STORE,86
MV001763,2024-08-30 11:00:00,SKU041,WH002,STORE002,TRANSFER_STORE,80
MV001764,2023-03-22 10:00:00,SKU026,WH002,STORE010,RETURNS,68
MV001765,2023-12-27 12:00:00,SKU068,WH003,STORE007,TRANSFER_STORE,66
MV001766,2023-07-17 10:00:00,SKU066,WH002,STORE001,TRANSFER_STORE,76
MV001767,2023-02-07 15:00:00,SKU019,WH003,STORE008,RETURNS,24
MV001768,2023-03-17 14:00:00,SKU025,WH002,STORE005,TRANSFER_STORE,93
MV001769,2023-12-29 14:00:00,SKU047,WH001,STORE010,TRANSFER_STORE,67
MV001770,2023-01-02 11:00:00,SKU071,WH001,STORE008,INBOUND,12
MV001771,2023-12-21 14:00:00,SKU008,WH002,STORE002,TRANSFER_STORE,67
MV001772,2023-03-22 17:00:00,SKU003,WH003,STORE001,TRANSFER_STORE,36
MV001773,2023-04-08 11:00:00,SKU033,WH002,STORE002,TRANSFER_STORE,24
MV001774,2024-04-07 10:00:00,SKU028,WH001,STORE006,TRANSFER_STORE,69
MV001775,2023-10-05 17:00:00,SKU022,WH002,STORE004,RETURNS,12
MV001776,2024-09-26 12:00:00,SKU030,WH003,STORE008,INBOUND,37
MV001777,2024-11-16 11:00:00,SKU047,WH003,STORE009,INBOUND,56
MV001778,2023-09-12 15:00:00,SKU036,WH003,STORE009,TRANSFER_STORE,74
MV001779,2024-11-13 07:00:00,SKU059,WH003,STORE005,INBOUND,62
MV001780,2024-02-12 06:00:00,SKU014,WH001,STORE006,TRANSFER_STORE,29
MV001781,2024-10-24 13:00:00,SKU073,WH003,STORE007,RETURNS,20
MV001782,2024-04-29 06:00:00,SKU014,WH003,STORE004,TRANSFER_STORE,34
MV001783,2023-02-21 10:00:00,SKU079,WH001,STORE010,TRANSFER_STORE,72
MV001784,2023-01-12 15:00:00,SKU056,WH003,STORE003,TRANSFER_STORE,13
MV001785,2023-09-09 18:00:00,SKU024,WH001,STORE002,TRANSFER_STORE,92
MV001786,2023-01-13 17:00:00,SKU049,WH003,STORE010,TRANSFER_STORE,63
MV001787,2023-11-15 11:00:00,SKU043,WH003,STORE004,TRANSFER_STORE,69
MV001788,2023-11-16 07:00:00,SKU003,WH003,STORE009,TRANSFER_STORE,37
MV001789,2024-07-06 10:00:00,SKU023,WH003,STORE005,TRANSFER_STORE,19
MV001790,2023-01-19 18:00:00,SKU020,WH002,STORE001,TRANSFER_STORE,94
MV001791,2023-09-12 15:00:00,SKU015,WH002,STORE005,INBOUND,45
MV001792,2024-12-29 14:00:00,SKU043,WH003,STORE006,INBOUND,89
MV001793,2023-06-03 08:00:00,SKU080,WH003,STORE010,TRANSFER_STORE,42
MV001794,2023-03-25 18:00:00,SKU071,WH003,STORE006,RETURNS,68
MV001795,2024-07-06 06:00:00,SKU033,WH002,STORE005,TRANSFER_STORE,54
MV001796,2024-11-28 09:00:00,SKU055,WH003,STORE008,INBOUND,60
MV001797,2024-08-25 12:00:00,SKU041,WH001,STORE005,INBOUND,55
MV001798,2024-02-08 18:00:00,SKU018,WH002,STORE010,TRANSFER_STORE,22
MV001799,2023-06-14 18:00:00,SKU003,WH002,STORE003,INBOUND,13
MV001800,2023-02-10 09:00:00,SKU003,WH002,STORE003,INBOUND,51
MV001801,2024-06-10 11:00:00,SKU016,WH003,STORE004,TRANSFER_STORE,36
MV001802,2024-07-11 14:00:00,SKU043,WH001,STORE010,TRANSFER_STORE,17
MV001803,2024-02-13 16:00:00,SKU023,WH002,STORE008,TRANSFER_STORE,55
MV001804,2023-10-13 16:00:00,SKU015,WH001,STORE009,TRANSFER_STORE,17
MV001805,2024-12-11 17:00:00,SKU073,WH001,STORE007,TRANSFER_STORE,98
MV001806,2023-01-22 16:00:00,SKU058,WH001,STORE002,TRANSFER_STORE,35
MV001807,2024-03-31 14:00:00,SKU040,WH003,STORE009,TRANSFER_STORE,10
MV001808,2024-07-07 06:00:00,SKU038,WH003,STORE006,INBOUND,92
MV001809,2023-06-05 12:00:00,SKU006,WH003,STORE006,TRANSFER_STORE,70
MV001810,2023-11-26 08:00:00,SKU046,WH002,STORE006,INBOUND,93
MV001811,2024-09-14 17:00:00,SKU006,WH002,STORE001,INBOUND,91
MV001812,2023-12-13 07:00:00,SKU020,WH001,STORE009,INBOUND,99
MV001813,2024-01-27 10:00:00,SKU019,WH002,STORE006,RETURNS,48
MV001814,2024-12-09 12:00:00,SKU014,WH003,STORE007,TRANSFER_STORE,18
MV001815,2024-12-27 15:00:00,SKU065,WH003,STORE001,TRANSFER_STORE,36
MV001816,2023-07-31 09:00:00,SKU029,WH003,STORE005,INBOUND,79
MV001817,2023-08-31 11:00:00,SKU031,WH003,STORE003,INBOUND,29
MV001818,2024-03-03 08:00:00,SKU025,WH001,STORE009,TRANSFER_STORE,74
MV001819,2023-07-24 06:00:00,SKU071,WH002,STORE002,TRANSFER_STORE,25
MV001820,2023-07-14 15:00:00,SKU046,WH003,STORE004,TRANSFER_STORE,77
MV001821,2024-04-24 10:00:00,SKU052,WH001,STORE003,INBOUND,76
MV001822,2023-09-27 06:00:00,SKU016,WH002,STORE009,TRANSFER_STORE,31
MV001823,2024-05-30 14:00:00,SKU011,WH001,STORE003,RETURNS,82
MV001824,2023-02-24 18:00:00,SKU018,WH003,STORE001,INBOUND,65
MV001825,2024-03-18 13:00:00,SKU056,WH003,STORE008,TRANSFER_STORE,66
MV001826,2023-02-13 14:00:00,SKU056,WH003,STORE001,INBOUND,63
MV001827,2024-09-11 14:00:00,SKU057,WH002,STORE001,INBOUND,17
MV001828,2024-05-09 06:00:00,SKU069,WH003,STORE007,TRANSFER_STORE,16
MV001829,2024-09-02 08:00:00,SKU066,WH002,STORE009,TRANSFER_STORE,85
MV001830,2023-02-12 16:00:00,SKU074,WH001,STORE004,TRANSFER_STORE,10
MV001831,2023-05-01 15:00:00,SKU016,WH002,STORE010,TRANSFER_STORE,63
MV001832,2024-12-17 15:00:00,SKU006,WH001,STORE004,TRANSFER_STORE,21
MV001833,2023-04-05 14:00:00,SKU052,WH002,STORE005,INBOUND,89
MV001834,2024-12-10 16:00:00,SKU055,WH003,STORE005,INBOUND,23
MV001835,2023-10-16 09:00:00,SKU076,WH003,STORE002,RETURNS,28
MV001836,2023-03-22 07:00:00,SKU073,WH001,STORE009,TRANSFER_STORE,28
MV001837,2023-07-24 16:00:00,SKU049,WH002,STORE010,TRANSFER_STORE,86
MV001838,2023-05-29 18:00:00,SKU072,WH002,STORE009,TRANSFER_STORE,83
MV001839,2024-02-04 12:00:00,SKU056,WH001,STORE009,INBOUND,37
MV001840,2023-04-13 07:00:00,SKU041,WH002,STORE009,RETURNS,86
MV001841,2023-12-10 14:00:00,SKU071,WH002,STORE001,TRANSFER_STORE,24
MV001842,2023-10-10 14:00:00,SKU056,WH001,STORE008,INBOUND,90
MV001843,2023-12-13 14:00:00,SKU063,WH001,STORE008,TRANSFER_STORE,72
MV001844,2023-02-18 11:00:00,SKU028,WH001,STORE004,INBOUND,32
MV001845,2023-06-16 18:00:00,SKU075,WH002,STORE010,INBOUND,52
MV001846,2024-02-13 09:00:00,SKU031,WH001,STORE001,INBOUND,19
MV001847,2023-07-10 16:00:00,SKU055,WH001,STORE001,INBOUND,45
MV001848,2023-05-03 07:00:00,SKU052,WH001,STORE001,INBOUND,72
MV001849,2024-08-31 16:00:00,SKU074,WH001,STORE003,INBOUND,58
MV001850,2024-02-17 06:00:00,SKU066,WH003,STORE010,INBOUND,23
MV001851,2023-10-30 13:00:00,SKU046,WH003,STORE003,INBOUND,43
MV001852,2024-12-01 16:00:00,SKU004,WH003,STORE004,INBOUND,48
MV001853,2023-06-12 08:00:00,SKU022,WH001,STORE002,INBOUND,41
MV001854,2023-01-19 11:00:00,SKU045,WH002,STORE009,TRANSFER_STORE,89
MV001855,2023-08-20 15:00:00,SKU028,WH003,STORE010,TRANSFER_STORE,99
MV001856,2024-04-26 16:00:00,SKU010,WH001,STORE009,TRANSFER_STORE,90
MV001857,2023-01-08 13:00:00,SKU066,WH003,STORE010,INBOUND,31
MV001858,2024-05-03 10:00:00,SKU049,WH003,STORE007,RETURNS,44
MV001859,2024-01-08 17:00:00,SKU080,WH001,STORE002,TRANSFER_STORE,32
MV001860,2023-10-13 10:00:00,SKU073,WH001,STORE003,TRANSFER_STORE,34
MV001861,2024-05-06 17:00:00,SKU051,WH003,STORE008,TRANSFER_STORE,78
MV001862,2024-12-15 18:00:00,SKU043,WH001,STORE009,INBOUND,15
MV001863,2023-02-28 14:00:00,SKU006,WH003,STORE004,TRANSFER_STORE,99
MV001864,2024-11-26 16:00:00,SKU025,WH003,STORE009,TRANSFER_STORE,69
MV001865,2023-05-21 16:00:00,SKU004,WH003,STORE004,TRANSFER_STORE,15
MV001866,2023-07-21 07:00:00,SKU076,WH003,STORE002,TRANSFER_STORE,28
MV001867,2024-03-30 18:00:00,SKU024,WH002,STORE007,TRANSFER_STORE,28
MV001868,2023-03-07 10:00:00,SKU056,WH002,STORE009,TRANSFER_STORE,96
MV001869,2024-02-04 17:00:00,SKU055,WH001,STORE002,INBOUND,21
MV001870,2023-03-17 15:00:00,SKU054,WH002,STORE008,TRANSFER_STORE,22
MV001871,2024-08-09 11:00:00,SKU003,WH002,STORE006,INBOUND,95
MV001872,2023-09-07 15:00:00,SKU076,WH001,STORE009,INBOUND,59
MV001873,2023-10-06 12:00:00,SKU047,WH003,STORE005,TRANSFER_STORE,76
MV001874,2024-05-12 18:00:00,SKU030,WH002,STORE001,INBOUND,85
MV001875,2024-02-01 12:00:00,SKU076,WH002,STORE005,RETURNS,40
MV001876,2023-05-16 12:00:00,SKU041,WH002,STORE010,TRANSFER_STORE,86
MV001877,2023-07-04 09:00:00,SKU055,WH002,STORE007,TRANSFER_STORE,32
MV001878,2023-12-01 17:00:00,SKU059,WH003,STORE007,INBOUND,86
MV001879,2024-08-13 12:00:00,SKU040,WH001,STORE004,INBOUND,79
MV001880,2023-01-03 11:00:00,SKU045,WH002,STORE010,TRANSFER_STORE,67
MV001881,2023-08-26 06:00:00,SKU022,WH002,STORE006,TRANSFER_STORE,76
MV001882,2023-05-22 17:00:00,SKU015,WH002,STORE006,INBOUND,80
MV001883,2024-01-29 07:00:00,SKU017,WH002,STORE010,TRANSFER_STORE,19
MV001884,2024-07-01 10:00:00,SKU059,WH001,STORE010,TRANSFER_STORE,77
MV001885,2023-01-17 08:00:00,SKU025,WH003,STORE001,TRANSFER_STORE,53
MV001886,2024-01-18 13:00:00,SKU043,WH001,STORE005,RETURNS,79
MV001887,2024-07-22 13:00:00,SKU064,WH002,STORE007,INBOUND,91
MV001888,2023-01-07 09:00:00,SKU051,WH002,STORE005,TRANSFER_STORE,80
MV001889,2024-02-02 14:00:00,SKU061,WH001,STORE008,RETURNS,96
MV001890,2024-02-15 06:00:00,SKU045,WH003,STORE001,INBOUND,17
MV001891,2023-12-05 06:00:00,SKU003,WH003,STORE009,TRANSFER_STORE,97
MV001892,2024-02-07 09:00:00,SKU036,WH003,STORE002,TRANSFER_STORE,37
MV001893,2023-02-12 12:00:00,SKU079,WH003,STORE008,TRANSFER_STORE,64
MV001894,2024-02-10 09:00:00,SKU064,WH001,STORE005,TRANSFER_STORE,76
MV001895,2024-03-20 06:00:00,SKU028,WH001,STORE010,RETURNS,86
MV001896,2024-01-15 06:00:00,SKU045,WH003,STORE007,TRANSFER_STORE,48
MV001897,2023-05-13 17:00:00,SKU021,WH001,STORE007,TRANSFER_STORE,42
MV001898,2024-06-27 16:00:00,SKU027,WH001,STORE001,TRANSFER_STORE,89
MV001899,2023-03-31 16:00:00,SKU076,WH002,STORE008,TRANSFER_STORE,84
MV001900,2024-10-10 12:00:00,SKU035,WH001,STORE003,INBOUND,38
MV001901,2023-09-30 06:00:00,SKU048,WH001,STORE004,INBOUND,98
MV001902,2024-09-30 14:00:00,SKU023,WH003,STORE003,TRANSFER_STORE,26
MV001903,2024-08-24 07:00:00,SKU064,WH001,STORE002,TRANSFER_STORE,46
MV001904,2023-01-12 09:00:00,SKU013,WH003,STORE007,TRANSFER_STORE,15
MV001905,2024-08-23 06:00:00,SKU030,WH002,STORE010,TRANSFER_STORE,55
MV001906,2024-08-29 07:00:00,SKU074,WH002,STORE005,TRANSFER_STORE,23
MV001907,2023-06-18 06:00:00,SKU020,WH001,STORE007,TRANSFER_STORE,92
MV001908,2023-08-31 16:00:00,SKU006,WH001,STORE001,INBOUND,46
MV001909,2023-01-30 08:00:00,SKU019,WH003,STORE010,TRANSFER_STORE,85
MV001910,2024-01-09 08:00:00,SKU067,WH002,STORE002,INBOUND,92
MV001911,2023-01-24 15:00:00,SKU074,WH003,STORE006,INBOUND,94
MV001912,2023-09-26 11:00:00,SKU010,WH001,STORE006,TRANSFER_STORE,38
MV001913,2023-06-11 17:00:00,SKU056,WH002,STORE003,INBOUND,90
MV001914,2023-07-24 18:00:00,SKU021,WH001,STORE010,INBOUND,58
MV001915,2024-04-16 18:00:00,SKU056,WH002,STORE001,TRANSFER_STORE,11
MV001916,2024-01-15 15:00:00,SKU057,WH003,STORE003,TRANSFER_STORE,79
MV001917,2024-04-23 17:00:00,SKU002,WH001,STORE004,TRANSFER_STORE,98
MV001918,2024-09-03 11:00:00,SKU039,WH001,STORE001,RETURNS,92
MV001919,2023-08-25 07:00:00,SKU061,WH002,STORE007,TRANSFER_STORE,79
MV001920,2024-08-11 16:00:00,SKU045,WH003,STORE003,TRANSFER_STORE,74
MV001921,2023-07-11 12:00:00,SKU028,WH002,STORE008,TRANSFER_STORE,55
MV001922,2023-02-12 06:00:00,SKU018,WH002,STORE007,TRANSFER_STORE,72
MV001923,2024-09-30 17:00:00,SKU014,WH002,STORE006,INBOUND,94
MV001924,2024-06-30 12:00:00,SKU055,WH001,STORE008,TRANSFER_STORE,30
MV001925,2023-02-14 08:00:00,SKU059,WH003,STORE009,INBOUND,36
MV001926,2024-04-19 11:00:00,SKU019,WH003,STORE002,INBOUND,72
MV001927,2024-05-19 10:00:00,SKU041,WH003,STORE010,TRANSFER_STORE,32
MV001928,2024-11-08 11:00:00,SKU012,WH002,STORE009,TRANSFER_STORE,48
MV001929,2023-09-21 18:00:00,SKU020,WH003,STORE010,TRANSFER_STORE,67
MV001930,2023-10-07 16:00:00,SKU034,WH003,STORE005,TRANSFER_STORE,54
MV001931,2024-08-27 08:00:00,SKU036,WH001,STORE001,TRANSFER_STORE,90
MV001932,2023-02-14 11:00:00,SKU021,WH001,STORE001,TRANSFER_STORE,23
MV001933,2023-10-20 17:00:00,SKU056,WH001,STORE007,INBOUND,31
MV001934,2024-07-24 15:00:00,SKU041,WH002,STORE006,TRANSFER_STORE,26
MV001935,2023-10-16 17:00:00,SKU041,WH001,STORE010,INBOUND,38
MV001936,2023-10-20 11:00:00,SKU043,WH003,STORE009,TRANSFER_STORE,47
MV001937,2023-08-19 14:00:00,SKU072,WH001,STORE001,TRANSFER_STORE,99
MV001938,2023-04-03 07:00:00,SKU038,WH002,STORE010,INBOUND,40
MV001939,2024-07-24 06:00:00,SKU018,WH001,STORE010,TRANSFER_STORE,67
MV001940,2024-10-07 14:00:00,SKU008,WH003,STORE010,RETURNS,26
MV001941,2023-05-04 17:00:00,SKU066,WH001,STORE010,TRANSFER_STORE,32
MV001942,2024-07-15 15:00:00,SKU020,WH001,STORE007,TRANSFER_STORE,91
MV001943,2024-02-03 11:00:00,SKU069,WH001,STORE008,TRANSFER_STORE,94
MV001944,2024-10-06 11:00:00,SKU057,WH002,STORE010,TRANSFER_STORE,29
MV001945,2024-06-26 09:00:00,SKU018,WH002,STORE004,INBOUND,85
MV001946,2023-10-18 10:00:00,SKU060,WH002,STORE001,TRANSFER_STORE,13
MV001947,2023-12-05 12:00:00,SKU002,WH002,STORE003,TRANSFER_STORE,82
MV001948,2024-02-20 08:00:00,SKU042,WH002,STORE002,TRANSFER_STORE,84
MV001949,2023-06-21 15:00:00,SKU064,WH001,STORE003,TRANSFER_STORE,58
MV001950,2024-12-03 11:00:00,SKU044,WH001,STORE006,INBOUND,35
MV001951,2023-06-02 07:00:00,SKU051,WH002,STORE010,RETURNS,41
MV001952,2024-05-20 15:00:00,SKU065,WH002,STORE003,INBOUND,37
MV001953,2024-05-21 06:00:00,SKU065,WH001,STORE010,INBOUND,60
MV001954,2023-11-19 17:00:00,SKU054,WH003,STORE004,TRANSFER_STORE,49
MV001955,2024-02-22 12:00:00,SKU039,WH001,STORE001,TRANSFER_STORE,46
MV001956,2023-01-13 09:00:00,SKU008,WH002,STORE006,TRANSFER_STORE,60
MV001957,2024-02-23 07:00:00,SKU067,WH001,STORE002,TRANSFER_STORE,66
MV001958,2024-03-06 08:00:00,SKU076,WH002,STORE004,TRANSFER_STORE,89
MV001959,2023-11-14 14:00:00,SKU049,WH001,STORE005,INBOUND,81
MV001960,2024-03-09 06:00:00,SKU036,WH001,STORE005,TRANSFER_STORE,76
MV001961,2024-04-03 06:00:00,SKU007,WH001,STORE004,TRANSFER_STORE,12
MV001962,2023-10-31 13:00:00,SKU015,WH003,STORE003,INBOUND,83
MV001963,2024-10-17 08:00:00,SKU025,WH001,STORE004,RETURNS,72
MV001964,2024-03-07 12:00:00,SKU057,WH001,STORE003,INBOUND,21
MV001965,2023-01-17 08:00:00,SKU038,WH003,STORE003,TRANSFER_STORE,88
MV001966,2023-07-21 11:00:00,SKU037,WH001,STORE004,RETURNS,60
MV001967,2023-03-06 11:00:00,SKU016,WH003,STORE009,INBOUND,20
MV001968,2024-05-31 11:00:00,SKU001,WH003,STORE009,INBOUND,15
MV001969,2023-01-28 07:00:00,SKU047,WH003,STORE008,TRANSFER_STORE,21
MV001970,2024-01-19 09:00:00,SKU052,WH001,STORE004,INBOUND,91
MV001971,2024-11-28 06:00:00,SKU037,WH002,STORE002,TRANSFER_STORE,34
MV001972,2023-03-11 13:00:00,SKU045,WH001,STORE009,TRANSFER_STORE,35
MV001973,2023-08-24 16:00:00,SKU014,WH002,STORE006,RETURNS,97
MV001974,2024-10-12 07:00:00,SKU057,WH002,STORE008,TRANSFER_STORE,67
MV001975,2024-03-09 13:00:00,SKU034,WH003,STORE004,TRANSFER_STORE,89
MV001976,2023-04-07 11:00:00,SKU066,WH003,STORE008,INBOUND,45
MV001977,2024-03-09 06:00:00,SKU031,WH003,STORE006,INBOUND,45
MV001978,2023-12-22 14:00:00,SKU044,WH003,STORE006,INBOUND,30
MV001979,2024-03-26 15:00:00,SKU023,WH001,STORE006,TRANSFER_STORE,58
MV001980,2023-03-05 11:00:00,SKU066,WH001,STORE009,INBOUND,93
MV001981,2023-05-13 08:00:00,SKU011,WH002,STORE001,TRANSFER_STORE,69
MV001982,2023-09-19 10:00:00,SKU049,WH001,STORE001,TRANSFER_STORE,71
MV001983,2023-03-18 09:00:00,SKU078,WH001,STORE005,TRANSFER_STORE,28
MV001984,2023-09-09 15:00:00,SKU058,WH002,STORE001,TRANSFER_STORE,20
MV001985,2023-12-01 10:00:00,SKU029,WH001,STORE010,TRANSFER_STORE,87
MV001986,2024-03-28 15:00:00,SKU051,WH001,STORE009,INBOUND,89
MV001987,2023-09-29 06:00:00,SKU001,WH003,STORE004,INBOUND,12
MV001988,2024-12-27 12:00:00,SKU005,WH003,STORE002,TRANSFER_STORE,66
MV001989,2023-09-28 17:00:00,SKU034,WH002,STORE003,TRANSFER_STORE,95
MV001990,2024-01-10 09:00:00,SKU078,WH003,STORE009,INBOUND,78
MV001991,2023-04-10 16:00:00,SKU019,WH001,STORE008,TRANSFER_STORE,62
MV001992,2023-11-24 17:00:00,SKU040,WH003,STORE003,TRANSFER_STORE,75
MV001993,2024-04-23 15:00:00,SKU066,WH003,STORE008,INBOUND,21
MV001994,2023-02-25 11:00:00,SKU064,WH002,STORE004,TRANSFER_STORE,71
MV001995,2024-04-16 07:00:00,SKU072,WH001,STORE006,TRANSFER_STORE,54
MV001996,2024-08-09 17:00:00,SKU017,WH002,STORE004,INBOUND,66
MV001997,2023-03-23 18:00:00,SKU038,WH001,STORE005,TRANSFER_STORE,11
MV001998,2024-10-20 14:00:00,SKU043,WH001,STORE010,RETURNS,64
MV001999,2024-10-14 15:00:00,SKU040,WH001,STORE009,TRANSFER_STORE,28
MV002000,2024-06-28 12:00:00,SKU045,WH003,STORE002,RETURNS,70
MV002001,2024-03-21 17:00:00,SKU040,WH002,STORE009,TRANSFER_STORE,33
MV002002,2023-11-04 17:00:00,SKU071,WH001,STORE003,TRANSFER_STORE,14
MV002003,2024-02-19 15:00:00,SKU030,WH003,STORE005,TRANSFER_STORE,35
MV002004,2023-08-08 12:00:00,SKU035,WH002,STORE007,INBOUND,44
MV002005,2023-12-05 12:00:00,SKU066,WH003,STORE002,INBOUND,28
MV002006,2023-05-07 14:00:00,SKU044,WH003,STORE004,TRANSFER_STORE,40
MV002007,2023-08-29 09:00:00,SKU004,WH001,STORE001,TRANSFER_STORE,92
MV002008,2023-11-27 17:00:00,SKU064,WH002,STORE003,TRANSFER_STORE,53
MV002009,2024-09-13 13:00:00,SKU005,WH003,STORE006,TRANSFER_STORE,28
MV002010,2023-09-28 16:00:00,SKU048,WH003,STORE002,INBOUND,93
MV002011,2024-11-17 14:00:00,SKU066,WH003,STORE008,TRANSFER_STORE,90
MV002012,2024-04-16 12:00:00,SKU027,WH003,STORE007,TRANSFER_STORE,21
MV002013,2024-07-14 06:00:00,SKU024,WH001,STORE003,INBOUND,44
MV002014,2024-01-19 16:00:00,SKU056,WH001,STORE001,RETURNS,99
MV002015,2024-04-24 06:00:00,SKU045,WH002,STORE010,TRANSFER_STORE,67
MV002016,2023-07-10 09:00:00,SKU068,WH003,STORE004,INBOUND,81
MV002017,2024-12-11 13:00:00,SKU028,WH001,STORE004,TRANSFER_STORE,34
MV002018,2024-04-30 18:00:00,SKU005,WH002,STORE005,TRANSFER_STORE,34
MV002019,2023-04-01 14:00:00,SKU047,WH002,STORE003,TRANSFER_STORE,95
MV002020,2023-09-29 09:00:00,SKU005,WH001,STORE002,RETURNS,22
MV002021,2023-01-07 18:00:00,SKU005,WH001,STORE002,TRANSFER_STORE,51
MV002022,2024-10-19 07:00:00,SKU048,WH003,STORE008,TRANSFER_STORE,24
MV002023,2024-07-31 08:00:00,SKU073,WH001,STORE007,RETURNS,32
MV002024,2023-06-17 06:00:00,SKU047,WH001,STORE001,INBOUND,37
MV002025,2024-09-09 11:00:00,SKU062,WH001,STORE009,INBOUND,22
MV002026,2024-03-18 13:00:00,SKU027,WH002,STORE003,TRANSFER_STORE,84
MV002027,2023-09-05 09:00:00,SKU004,WH001,STORE003,TRANSFER_STORE,53
MV002028,2023-07-14 08:00:00,SKU049,WH002,STORE001,TRANSFER_STORE,87
MV002029,2024-12-07 17:00:00,SKU065,WH002,STORE004,TRANSFER_STORE,61
MV002030,2024-09-10 17:00:00,SKU080,WH001,STORE010,TRANSFER_STORE,44
MV002031,2024-05-05 09:00:00,SKU061,WH002,STORE002,TRANSFER_STORE,56
MV002032,2024-11-29 08:00:00,SKU020,WH003,STORE003,TRANSFER_STORE,44
MV002033,2023-08-04 15:00:00,SKU008,WH003,STORE001,TRANSFER_STORE,59
MV002034,2024-02-19 10:00:00,SKU013,WH002,STORE003,INBOUND,96
MV002035,2023-09-23 06:00:00,SKU073,WH001,STORE004,TRANSFER_STORE,49
MV002036,2023-07-10 14:00:00,SKU037,WH001,STORE006,TRANSFER_STORE,86
MV002037,2023-05-17 11:00:00,SKU043,WH002,STORE003,TRANSFER_STORE,79
MV002038,2023-09-03 18:00:00,SKU056,WH001,STORE006,INBOUND,51
MV002039,2023-06-17 12:00:00,SKU050,WH002,STORE002,INBOUND,24
MV002040,2024-04-16 12:00:00,SKU020,WH003,STORE008,TRANSFER_STORE,69
MV002041,2024-09-24 15:00:00,SKU048,WH002,STORE005,RETURNS,67
MV002042,2024-10-30 08:00:00,SKU019,WH002,STORE001,RETURNS,78
MV002043,2023-09-22 08:00:00,SKU069,WH003,STORE006,TRANSFER_STORE,42
MV002044,2024-03-25 13:00:00,SKU017,WH003,STORE003,TRANSFER_STORE,49
MV002045,2023-08-31 15:00:00,SKU028,WH002,STORE004,INBOUND,11
MV002046,2024-12-27 08:00:00,SKU036,WH003,STORE010,TRANSFER_STORE,42
MV002047,2023-08-18 17:00:00,SKU038,WH003,STORE008,TRANSFER_STORE,34
MV002048,2024-07-01 11:00:00,SKU070,WH001,STORE008,TRANSFER_STORE,68
MV002049,2024-10-29 08:00:00,SKU026,WH003,STORE008,INBOUND,36
MV002050,2023-02-17 08:00:00,SKU079,WH003,STORE005,TRANSFER_STORE,65
MV002051,2023-09-02 16:00:00,SKU001,WH002,STORE001,TRANSFER_STORE,34
MV002052,2023-07-06 06:00:00,SKU002,WH003,STORE009,INBOUND,14
MV002053,2024-08-12 07:00:00,SKU036,WH002,STORE009,TRANSFER_STORE,71
MV002054,2023-09-15 17:00:00,SKU056,WH001,STORE008,INBOUND,52
MV002055,2023-01-01 07:00:00,SKU035,WH002,STORE003,TRANSFER_STORE,77
MV002056,2024-03-09 15:00:00,SKU027,WH002,STORE006,TRANSFER_STORE,87
MV002057,2023-07-13 09:00:00,SKU067,WH001,STORE007,TRANSFER_STORE,90
MV002058,2023-06-29 14:00:00,SKU056,WH001,STORE004,TRANSFER_STORE,45
MV002059,2023-10-13 10:00:00,SKU046,WH003,STORE010,RETURNS,19
MV002060,2023-05-22 09:00:00,SKU020,WH002,STORE007,INBOUND,31
MV002061,2023-11-01 13:00:00,SKU008,WH002,STORE009,INBOUND,95
MV002062,2024-11-06 07:00:00,SKU072,WH002,STORE006,TRANSFER_STORE,37
MV002063,2024-09-11 15:00:00,SKU026,WH001,STORE002,INBOUND,57
MV002064,2024-06-21 08:00:00,SKU074,WH002,STORE006,TRANSFER_STORE,69
MV002065,2024-09-14 06:00:00,SKU062,WH003,STORE003,TRANSFER_STORE,93
MV002066,2024-11-19 13:00:00,SKU033,WH001,STORE007,TRANSFER_STORE,72
MV002067,2023-12-06 11:00:00,SKU061,WH002,STORE003,INBOUND,11
MV002068,2023-03-28 11:00:00,SKU020,WH001,STORE008,TRANSFER_STORE,32
MV002069,2023-10-03 17:00:00,SKU068,WH001,STORE005,RETURNS,60
MV002070,2023-12-17 08:00:00,SKU029,WH001,STORE003,TRANSFER_STORE,89
MV002071,2024-02-03 06:00:00,SKU046,WH002,STORE001,RETURNS,37
MV002072,2024-03-29 11:00:00,SKU037,WH002,STORE005,INBOUND,87
MV002073,2024-03-22 15:00:00,SKU053,WH003,STORE010,INBOUND,10
MV002074,2024-12-07 15:00:00,SKU005,WH001,STORE010,RETURNS,24
MV002075,2024-09-29 07:00:00,SKU066,WH002,STORE003,TRANSFER_STORE,24
MV002076,2023-07-26 14:00:00,SKU015,WH002,STORE004,INBOUND,98
MV002077,2023-08-15 07:00:00,SKU046,WH003,STORE010,TRANSFER_STORE,52
MV002078,2023-01-31 06:00:00,SKU057,WH002,STORE004,TRANSFER_STORE,14
MV002079,2024-02-07 18:00:00,SKU008,WH002,STORE003,TRANSFER_STORE,81
MV002080,2023-10-19 09:00:00,SKU037,WH002,STORE006,TRANSFER_STORE,95
MV002081,2023-08-07 16:00:00,SKU057,WH001,STORE006,INBOUND,47
