po_id,supplier_id,order_date,delivery_date,product_id,qty,status,cost
SPO00526,SUP_BANGKOK_DIST,2024-12-24,2023-05-21,SKU034,200,PENDING,267.89
SPO00527,SUP_GLOBAL_IMPORT,2023-08-14,2024-05-19,SKU057,1000,DELIVERED,45.25
SPO00528,SUP_BANGKOK_DIST,2024-10-10,2023-04-28,SKU016,500,DELIVERED,66.1
SPO00529,SUP_BANGKOK_DIST,2024-03-30,2024-07-18,SKU074,1000,DELIVERED,207.6
SPO00530,SUP_GLOBAL_IMPORT,2024-03-03,2023-12-15,SKU048,100,DELIVERED,162.51
SPO00531,SUP_LOCAL_SME,2024-03-10,2024-01-06,SKU025,1000,DELIVERED,148.42
SPO00532,SUP_LOCAL_SME,2023-04-01,2023-04-14,SKU068,1000,DELIVERED,205.72
SPO00533,SUP_LOCAL_SME,2023-09-06,2024-10-02,SKU032,200,CANCELLED,54.78
SPO00534,SUP_GLOBAL_IMPORT,2024-03-03,2024-11-11,SKU045,1000,DELIVERED,74.17
SPO00535,SUP_BANGKOK_DIST,2024-02-08,2023-01-15,SKU040,1000,DELIVERED,125.99
SPO00536,SUP_LOCAL_SME,2023-06-24,2023-03-25,SKU013,500,DELIVERED,234.45
SPO00537,SUP_GLOBAL_IMPORT,2024-06-30,2023-08-12,SKU005,500,DELIVERED,55.56
SPO00538,SUP_GLOBAL_IMPORT,2024-10-20,2024-12-09,SKU017,200,DELIVERED,94.3
SPO00539,SUP_GLOBAL_IMPORT,2023-01-26,2023-11-22,SKU071,200,DELIVERED,231.21
SPO00540,SUP_LOCAL_SME,2024-06-08,2023-09-09,SKU010,100,PENDING,182.27
SPO00541,SUP_GLOBAL_IMPORT,2023-03-26,2024-02-25,SKU059,200,CANCELLED,33.26
SPO00542,SUP_LOCAL_SME,2023-05-24,2023-04-10,SKU035,1000,DELIVERED,255.19
SPO00543,SUP_BANGKOK_DIST,2023-05-21,2024-09-07,SKU023,500,DELIVERED,84.0
SPO00544,SUP_GLOBAL_IMPORT,2024-11-21,2024-01-15,SKU056,200,DELIVERED,215.98
SPO00545,SUP_GLOBAL_IMPORT,2024-10-12,2024-04-07,SKU016,100,DELIVERED,66.1
SPO00546,SUP_LOCAL_SME,2024-03-15,2024-03-02,SKU052,1000,DELIVERED,177.24
SPO00547,SUP_LOCAL_SME,2024-06-16,2024-03-10,SKU027,100,DELIVERED,67.42
SPO00548,SUP_LOCAL_SME,2023-03-10,2023-11-15,SKU015,100,DELIVERED,73.05
SPO00549,SUP_BANGKOK_DIST,2023-12-24,2024-02-28,SKU062,100,DELIVERED,77.51
SPO00550,SUP_LOCAL_SME,2024-08-08,2024-05-20,SKU006,100,CANCELLED,55.9
SPO00551,SUP_GLOBAL_IMPORT,2023-11-07,2024-06-05,SKU024,1000,DELIVERED,107.8
SPO00552,SUP_BANGKOK_DIST,2024-04-14,2023-04-07,SKU005,1000,DELIVERED,55.56
SPO00553,SUP_LOCAL_SME,2024-12-15,2023-08-11,SKU071,100,PENDING,231.21
SPO00554,SUP_LOCAL_SME,2023-09-20,2024-12-14,SKU053,1000,DELIVERED,200.44
SPO00555,SUP_GLOBAL_IMPORT,2024-04-13,2024-09-03,SKU031,200,DELIVERED,148.1
SPO00556,SUP_GLOBAL_IMPORT,2023-01-04,2024-08-23,SKU035,1000,DELIVERED,255.19
SPO00557,SUP_LOCAL_SME,2023-12-22,2023-03-01,SKU019,1000,PENDING,98.99
SPO00558,SUP_BANGKOK_DIST,2023-08-14,2024-06-30,SKU034,100,DELIVERED,267.89
SPO00559,SUP_LOCAL_SME,2023-03-17,2024-12-17,SKU001,1000,DELIVERED,125.14
SPO00560,SUP_BANGKOK_DIST,2023-04-01,2023-04-30,SKU041,200,DELIVERED,58.91
SPO00561,SUP_GLOBAL_IMPORT,2023-02-07,2024-10-22,SKU053,1000,DELIVERED,200.44
SPO00562,SUP_GLOBAL_IMPORT,2023-12-24,2024-05-28,SKU080,200,DELIVERED,55.73
SPO00563,SUP_BANGKOK_DIST,2024-11-28,2024-03-17,SKU064,1000,DELIVERED,96.89
SPO00564,SUP_BANGKOK_DIST,2024-07-15,2023-12-26,SKU040,500,DELIVERED,125.99
SPO00565,SUP_GLOBAL_IMPORT,2023-08-06,2024-12-07,SKU062,1000,DELIVERED,77.51
SPO00566,SUP_BANGKOK_DIST,2024-11-21,2023-06-27,SKU055,200,CANCELLED,187.79
SPO00567,SUP_GLOBAL_IMPORT,2023-09-08,2024-02-06,SKU011,200,DELIVERED,25.12
SPO00568,SUP_LOCAL_SME,2023-01-09,2024-12-11,SKU052,200,DELIVERED,177.24
SPO00569,SUP_BANGKOK_DIST,2024-09-19,2024-03-09,SKU026,100,DELIVERED,181.44
SPO00570,SUP_BANGKOK_DIST,2024-03-19,2023-09-07,SKU074,200,DELIVERED,207.6
SPO00571,SUP_GLOBAL_IMPORT,2024-05-24,2024-05-02,SKU048,1000,DELIVERED,162.51
SPO00572,SUP_BANGKOK_DIST,2023-07-27,2024-06-27,SKU045,500,DELIVERED,74.17
SPO00573,SUP_BANGKOK_DIST,2024-09-11,2023-10-08,SKU033,200,DELIVERED,46.45
SPO00574,SUP_LOCAL_SME,2024-04-03,2023-02-09,SKU064,100,DELIVERED,96.89
SPO00575,SUP_GLOBAL_IMPORT,2024-09-25,2023-11-21,SKU078,1000,DELIVERED,46.02
SPO00576,SUP_BANGKOK_DIST,2024-05-30,2024-09-10,SKU009,200,DELIVERED,185.07
SPO00577,SUP_LOCAL_SME,2023-10-25,2023-09-11,SKU078,100,DELIVERED,46.02
SPO00578,SUP_LOCAL_SME,2023-05-23,2024-11-22,SKU002,100,DELIVERED,250.69
SPO00579,SUP_LOCAL_SME,2023-04-07,2024-09-11,SKU075,100,PENDING,219.8
SPO00580,SUP_BANGKOK_DIST,2024-07-25,2023-11-03,SKU014,200,DELIVERED,74.56
SPO00581,SUP_GLOBAL_IMPORT,2024-08-21,2024-06-16,SKU036,200,DELIVERED,237.63
SPO00582,SUP_LOCAL_SME,2023-05-08,2024-06-02,SKU035,200,DELIVERED,255.19
SPO00583,SUP_BANGKOK_DIST,2023-11-12,2023-12-23,SKU064,500,DELIVERED,96.89
SPO00584,SUP_GLOBAL_IMPORT,2023-05-24,2024-03-10,SKU025,500,DELIVERED,148.42
SPO00585,SUP_GLOBAL_IMPORT,2024-11-14,2024-12-03,SKU009,1000,DELIVERED,185.07
SPO00586,SUP_LOCAL_SME,2024-03-08,2024-08-29,SKU077,1000,DELIVERED,212.2
SPO00587,SUP_BANGKOK_DIST,2024-09-12,2023-05-10,SKU043,100,DELIVERED,30.35
SPO00588,SUP_LOCAL_SME,2023-08-27,2024-05-12,SKU010,500,PENDING,182.27
SPO00589,SUP_GLOBAL_IMPORT,2024-04-30,2023-08-18,SKU057,200,DELIVERED,45.25
SPO00590,SUP_BANGKOK_DIST,2024-02-22,2024-10-12,SKU033,1000,PENDING,46.45
SPO00591,SUP_LOCAL_SME,2023-12-31,2023-06-02,SKU009,200,DELIVERED,185.07
SPO00592,SUP_GLOBAL_IMPORT,2024-10-25,2023-12-19,SKU054,200,DELIVERED,211.63
SPO00593,SUP_BANGKOK_DIST,2023-01-30,2024-03-28,SKU013,500,PENDING,234.45
SPO00594,SUP_BANGKOK_DIST,2023-04-17,2023-03-19,SKU024,1000,PENDING,107.8
SPO00595,SUP_LOCAL_SME,2024-02-20,2024-12-25,SKU062,100,PENDING,77.51
SPO00596,SUP_LOCAL_SME,2024-05-12,2023-07-12,SKU040,1000,DELIVERED,125.99
SPO00597,SUP_GLOBAL_IMPORT,2024-03-13,2024-07-27,SKU059,1000,DELIVERED,33.26
SPO00598,SUP_LOCAL_SME,2024-05-05,2024-10-13,SKU056,1000,PENDING,215.98
SPO00599,SUP_BANGKOK_DIST,2024-12-07,2023-09-23,SKU064,500,DELIVERED,96.89
SPO00600,SUP_LOCAL_SME,2023-04-11,2024-03-10,SKU060,1000,DELIVERED,116.73
